-10 0.5 30
2.5216 0.5 29.5216
0.311738	0.328527	0.344958	0.361075	0.376045	0.390142	0.403469	0.415961	0.427539	0.438081	0.447595	0.456102	0.463608	0.470068	0.475362	0.479407	0.482324	0.484185	0.484897	0.484369	0.482543	0.479465	0.475183	0.469670	0.462867	0.454756	0.445329	0.434616	0.422695	0.409406	0.394640	0.378531	0.361251	0.342758	0.322842	0.301362	0.278593	0.254644	0.229479	0.202926	0.174894	0.145482	0.114908	0.083220	0.050487	0.016758	-0.017957	-0.053402	-0.089452	-0.127048	-0.166466	-0.206851	-0.247785	-0.289266	-0.331388	-0.374044	-0.417063	-0.459958	-0.504463	-0.547458	-0.586756	-0.624142	-0.660687	-0.697289	-0.734206	-0.771257	-0.807952	-0.846226	-0.885253	-0.917216	-0.942034	-0.963110	-0.984263	-1.005352	-1.026438	-1.047442	-1.068413	-1.089451	-1.111223	-1.134191	-1.157237
0.224369	0.247701	0.270610	0.292266	0.312967	0.332788	0.351722	0.369566	0.386246	0.401716	0.415880	0.428736	0.440308	0.450477	0.459221	0.466629	0.472634	0.477168	0.480186	0.481694	0.481745	0.480325	0.477318	0.472687	0.466530	0.458779	0.449361	0.438307	0.425650	0.411353	0.395354	0.377572	0.358095	0.336888	0.314060	0.289707	0.263776	0.236165	0.206803	0.175627	0.142771	0.108510	0.072955	0.036118	-0.001914	-0.040966	-0.080906	-0.121876	-0.164828	-0.209683	-0.255554	-0.302159	-0.349404	-0.397244	-0.444046	-0.492345	-0.541901	-0.593450	-0.643097	-0.687325	-0.730273	-0.773364	-0.816605	-0.860023	-0.902746	-0.945408	-0.989218	-1.035267	-1.076804	-1.108253	-1.134530	-1.160263	-1.185963	-1.211545	-1.237190	-1.262835	-1.288517	-1.314682	-1.342477	-1.370649	-1.398707
0.118829	0.148007	0.176641	0.205072	0.232877	0.259739	0.285296	0.309436	0.332120	0.353325	0.373004	0.391108	0.407477	0.422146	0.435181	0.446528	0.456144	0.463965	0.469950	0.474151	0.476610	0.477196	0.475751	0.472317	0.466992	0.459824	0.450703	0.439334	0.425806	0.410193	0.392608	0.373024	0.351377	0.327688	0.302015	0.274300	0.244454	0.212490	0.178428	0.142350	0.104539	0.065217	0.024422	-0.017890	-0.061534	-0.106328	-0.152445	-0.200683	-0.251121	-0.302724	-0.355025	-0.406296	-0.459448	-0.513856	-0.568947	-0.624418	-0.681998	-0.739493	-0.791904	-0.841894	-0.891787	-0.941622	-0.991160	-1.040399	-1.090248	-1.140558	-1.193896	-1.247223	-1.289929	-1.323625	-1.354465	-1.385922	-1.417183	-1.448520	-1.479713	-1.510983	-1.542346	-1.574832	-1.608779	-1.642550	-1.676468
0.002856	0.038603	0.073583	0.107925	0.141562	0.174541	0.206850	0.237834	0.267183	0.294785	0.320597	0.344449	0.366314	0.386257	0.404169	0.419986	0.433716	0.445392	0.454941	0.462266	0.467307	0.470095	0.470652	0.468714	0.464413	0.457725	0.448580	0.436934	0.422820	0.406279	0.387288	0.365828	0.341865	0.315405	0.286449	0.254983	0.220966	0.184455	0.145615	0.104732	0.061882	0.017145	-0.029401	-0.077574	-0.127111	-0.178271	-0.231694	-0.287298	-0.342448	-0.399841	-0.459001	-0.518955	-0.579016	-0.639807	-0.702274	-0.767400	-0.833600	-0.895229	-0.952250	-1.008816	-1.065987	-1.122752	-1.179686	-1.237071	-1.294847	-1.353852	-1.416711	-1.477094	-1.523690	-1.562808	-1.600281	-1.638201	-1.676063	-1.713626	-1.751321	-1.789071	-1.826881	-1.865974	-1.906621	-1.947290	-1.988070
-0.131939	-0.088339	-0.045526	-0.003494	0.037558	0.077344	0.115833	0.152974	0.189004	0.223674	0.256397	0.286880	0.315116	0.341091	0.364730	0.385893	0.404525	0.420673	0.434353	0.445220	0.453223	0.458529	0.461132	0.461003	0.458099	0.452309	0.443515	0.431737	0.417061	0.399471	0.378898	0.355342	0.328806	0.299218	0.266568	0.230962	0.192536	0.151227	0.107261	0.060896	0.012216	-0.038611	-0.091351	-0.145897	-0.202165	-0.258625	-0.318524	-0.381532	-0.446105	-0.511486	-0.576847	-0.644281	-0.712847	-0.782796	-0.855077	-0.929303	-1.001596	-1.067827	-1.132575	-1.198072	-1.263161	-1.328211	-1.393561	-1.459619	-1.526756	-1.596308	-1.669897	-1.740204	-1.795330	-1.842825	-1.887785	-1.933634	-1.979210	-2.024726	-2.070426	-2.115928	-2.161483	-2.208288	-2.257140	-2.306177	-2.355275
-0.283725	-0.231010	-0.179383	-0.128845	-0.079532	-0.031690	0.014572	0.059149	0.101992	0.143033	0.182303	0.219864	0.255124	0.287786	0.317768	0.344901	0.368870	0.389829	0.407702	0.422424	0.434057	0.442576	0.447891	0.449901	0.448532	0.443702	0.435366	0.423556	0.408365	0.389743	0.367583	0.341794	0.312374	0.279418	0.243006	0.203104	0.159777	0.113182	0.063605	0.011303	-0.043608	-0.100875	-0.160019	-0.218295	-0.281297	-0.347699	-0.416741	-0.486573	-0.558807	-0.632194	-0.706966	-0.782998	-0.860271	-0.939172	-1.021384	-1.104805	-1.183569	-1.257909	-1.331798	-1.405652	-1.479203	-1.553461	-1.628918	-1.705724	-1.783752	-1.864282	-1.949302	-2.032784	-2.102698	-2.162251	-2.216324	-2.271552	-2.326508	-2.381603	-2.436706	-2.491498	-2.546604	-2.602426	-2.660352	-2.719527	-2.778660
-0.454099	-0.387833	-0.325205	-0.264955	-0.206632	-0.150241	-0.095668	-0.042902	0.007889	0.056477	0.102803	0.146973	0.188656	0.227912	0.264260	0.297387	0.327136	0.353450	0.376263	0.395515	0.411142	0.423051	0.431189	0.435484	0.435800	0.432067	0.424385	0.412823	0.397275	0.377583	0.353668	0.325582	0.293263	0.256844	0.216368	0.171822	0.123331	0.071248	0.015822	-0.042688	-0.103697	-0.163444	-0.229327	-0.297824	-0.369148	-0.442871	-0.520311	-0.599539	-0.680035	-0.761795	-0.844616	-0.929277	-1.015938	-1.105487	-1.198219	-1.290705	-1.377030	-1.460163	-1.543076	-1.625934	-1.709546	-1.794825	-1.881527	-1.969594	-2.059101	-2.150610	-2.247085	-2.345246	-2.437639	-2.514241	-2.583357	-2.647415	-2.713460	-2.779650	-2.845816	-2.911726	-2.978135	-3.045439	-3.113544	-3.183385	-3.254372
-0.688196	-0.604878	-0.521630	-0.423837	-0.351731	-0.284334	-0.219973	-0.158013	-0.098478	-0.041604	0.012716	0.064370	0.113189	0.159039	0.201983	0.241789	0.278057	0.310447	0.338779	0.362998	0.383014	0.398726	0.410044	0.416931	0.419267	0.417078	0.410395	0.399142	0.383168	0.362364	0.336564	0.305872	0.270393	0.230164	0.185154	0.135494	0.081415	0.023346	-0.038051	-0.098721	-0.166366	-0.236881	-0.309897	-0.386374	-0.466981	-0.551221	-0.637469	-0.724889	-0.813413	-0.904256	-0.997182	-1.092015	-1.189187	-1.289924	-1.393180	-1.495456	-1.591355	-1.684854	-1.777794	-1.871373	-1.967163	-2.064506	-2.163417	-2.264032	-2.366392	-2.470618	-2.578503	-2.691147	-2.804582	-2.911635	-3.003260	-3.087408	-3.164619	-3.243743	-3.324003	-3.404022	-3.484400	-3.565751	-3.648138	-3.731071	-3.814852
-0.921789	-0.829363	-0.738055	-0.630066	-0.540816	-0.452027	-0.358661	-0.285124	-0.215752	-0.149673	-0.086596	-0.026616	0.030172	0.083590	0.133540	0.179928	0.222764	0.261498	0.295740	0.325280	0.350032	0.369926	0.384893	0.394782	0.399502	0.399114	0.393593	0.382757	0.366271	0.344113	0.316328	0.282984	0.244135	0.199771	0.149910	0.094833	0.035248	-0.024208	-0.091948	-0.163554	-0.237912	-0.316365	-0.398638	-0.485275	-0.575629	-0.668139	-0.762353	-0.858963	-0.957796	-1.058814	-1.162009	-1.267277	-1.375095	-1.487114	-1.602059	-1.715872	-1.823001	-1.927516	-2.031741	-2.137812	-2.246255	-2.356585	-2.468855	-2.583068	-2.699281	-2.817649	-2.938607	-3.063341	-3.192406	-3.322878	-3.450921	-3.568837	-3.674677	-3.774372	-3.866802	-3.963901	-4.061809	-4.159906	-4.259137	-4.359451	-4.461090
-1.152306	-1.034790	-0.934302	-0.835341	-0.737906	-0.641973	-0.531332	-0.438351	-0.342498	-0.264889	-0.192301	-0.123563	-0.058381	0.003040	0.060580	0.114052	0.163226	0.208038	0.248256	0.283432	0.313318	0.337770	0.356627	0.369741	0.377142	0.378817	0.374434	0.363811	0.346781	0.323362	0.293589	0.257540	0.215151	0.166473	0.111930	0.056639	-0.008299	-0.079011	-0.153114	-0.231734	-0.315081	-0.402718	-0.494407	-0.589820	-0.688410	-0.789939	-0.893860	-1.000429	-1.109339	-1.220389	-1.333630	-1.449503	-1.568826	-1.692836	-1.819723	-1.945809	-2.065197	-2.181785	-2.298843	-2.417672	-2.539430	-2.663372	-2.789454	-2.917782	-3.048337	-3.181236	-3.316867	-3.455085	-3.595975	-3.741285	-3.889642	-4.038513	-4.186363	-4.328990	-4.459400	-4.583189	-4.699327	-4.814780	-4.934706	-5.054871	-5.176411
-1.376857	-1.265307	-1.155213	-1.046719	-0.939936	-0.820528	-0.717547	-0.616706	-0.502766	-0.405496	-0.311107	-0.231221	-0.156725	-0.086619	-0.020889	0.040243	0.096623	0.148044	0.194476	0.235715	0.271218	0.300675	0.323895	0.340770	0.351116	0.354831	0.351646	0.341314	0.323787	0.299086	0.267245	0.228229	0.182214	0.134634	0.075410	0.008979	-0.063352	-0.139203	-0.221892	-0.309746	-0.402234	-0.498525	-0.599323	-0.704322	-0.812484	-0.923991	-1.038425	-1.155156	-1.274279	-1.396157	-1.520874	-1.648555	-1.780039	-1.916449	-2.055888	-2.195222	-2.329384	-2.460116	-2.591973	-2.724906	-2.860563	-2.999106	-3.140083	-3.283428	-3.429249	-3.577670	-3.728910	-3.883024	-4.039684	-4.198717	-4.360808	-4.526712	-4.695685	-4.866270	-5.038515	-5.210902	-5.382674	-5.549035	-5.704531	-5.852678	-5.995500
-1.612240	-1.481513	-1.361962	-1.244161	-1.128259	-1.014310	-0.902332	-0.778865	-0.671493	-0.566840	-0.450749	-0.348068	-0.260927	-0.181286	-0.107163	-0.037958	0.026015	0.084568	0.137466	0.184587	0.225804	0.260580	0.288344	0.308982	0.322368	0.328226	0.326260	0.316316	0.298387	0.272468	0.238614	0.196996	0.153286	0.095481	0.029939	-0.040745	-0.119647	-0.205138	-0.296190	-0.392546	-0.493166	-0.599110	-0.709437	-0.823748	-0.941984	-1.063681	-1.187974	-1.315191	-1.445360	-1.578579	-1.714923	-1.854482	-1.998017	-2.146521	-2.298451	-2.451587	-2.602259	-2.748768	-2.895988	-3.043924	-3.194138	-3.346849	-3.502778	-3.661349	-3.822682	-3.986845	-4.153875	-4.323854	-4.496807	-4.672534	-4.850747	-5.032021	-5.216410	-5.403855	-5.594995	-5.789544	-5.987623	-6.188787	-6.391507	-6.597190	-6.803123
-1.849571	-1.718238	-1.588601	-1.460805	-1.326106	-1.202441	-1.081224	-0.962304	-0.845906	-0.719221	-0.608621	-0.501240	-0.383379	-0.286852	-0.202139	-0.124170	-0.052019	0.014261	0.074343	0.128047	0.175130	0.215342	0.248008	0.272793	0.289430	0.297588	0.297024	0.287621	0.269427	0.242577	0.212883	0.167968	0.113814	0.052543	-0.018435	-0.098179	-0.185076	-0.278577	-0.377684	-0.483208	-0.593756	-0.709471	-0.829543	-0.953932	-1.082646	-1.214979	-1.350437	-1.489047	-1.630895	-1.776120	-1.924733	-2.076741	-2.232777	-2.394008	-2.559284	-2.726975	-2.894590	-3.059892	-3.223793	-3.388535	-3.554559	-3.723337	-3.894372	-4.068745	-4.246402	-4.427011	-4.610678	-4.797402	-4.987252	-5.180504	-5.377093	-5.576997	-5.780103	-5.987196	-6.198198	-6.412790	-6.630878	-6.853108	-7.080978	-7.313086	-7.551119
-2.095551	-1.954030	-1.811160	-1.673492	-1.537934	-1.404567	-1.273593	-1.136551	-1.011099	-0.888662	-0.769354	-0.640917	-0.528518	-0.408013	-0.305645	-0.216722	-0.135690	-0.061329	0.006390	0.067020	0.120306	0.166011	0.203726	0.232822	0.252868	0.263518	0.264549	0.256067	0.237977	0.216033	0.177779	0.128867	0.073046	0.004206	-0.074019	-0.160923	-0.255288	-0.357140	-0.465967	-0.580947	-0.701405	-0.826726	-0.956436	-1.091716	-1.231763	-1.375295	-1.522169	-1.672551	-1.826468	-1.983919	-2.145147	-2.310263	-2.479315	-2.653518	-2.832367	-3.014517	-3.198380	-3.382469	-3.565799	-3.748552	-3.931995	-4.117326	-4.305663	-4.496245	-4.689706	-4.886873	-5.087632	-5.291844	-5.499624	-5.711301	-5.927098	-6.147100	-6.371248	-6.599387	-6.831403	-7.067755	-7.309796	-7.556527	-7.808471	-8.066384	-8.331509
-2.338303	-2.186772	-2.037175	-1.889601	-1.744247	-1.598215	-1.457905	-1.320327	-1.185558	-1.045513	-0.917395	-0.792899	-0.660253	-0.543567	-0.430875	-0.314778	-0.223021	-0.140125	-0.064822	0.002993	0.062781	0.114011	0.156656	0.190100	0.213679	0.227037	0.230128	0.222666	0.210309	0.180484	0.142023	0.090547	0.026901	-0.047695	-0.132910	-0.226486	-0.329320	-0.440088	-0.558333	-0.682790	-0.812262	-0.947042	-1.087660	-1.234302	-1.385340	-1.540089	-1.698503	-1.860567	-2.026530	-2.196529	-2.370679	-2.548993	-2.731284	-2.918276	-3.110296	-3.306400	-3.505443	-3.706203	-3.908702	-4.111375	-4.314004	-4.517061	-4.721578	-4.929932	-5.141125	-5.355224	-5.572722	-5.794616	-6.021351	-6.252670	-6.488361	-6.728543	-6.973418	-7.223215	-7.478271	-7.739035	-8.004406	-8.276562	-8.555656	-8.844804	-9.148505
-2.593147	-2.431013	-2.270938	-2.113104	-1.957619	-1.804646	-1.654331	-1.503886	-1.359578	-1.218469	-1.080871	-0.939000	-0.809618	-0.684630	-0.552648	-0.436921	-0.319838	-0.226371	-0.142508	-0.067201	-0.000513	0.056873	0.104571	0.142588	0.170191	0.186689	0.191797	0.190631	0.171808	0.144416	0.100882	0.044639	-0.024570	-0.105134	-0.197069	-0.299267	-0.410943	-0.531174	-0.658853	-0.792421	-0.931944	-1.077594	-1.229825	-1.388016	-1.550641	-1.717092	-1.887519	-2.062115	-2.241016	-2.424346	-2.612124	-2.804145	-3.000422	-3.200974	-3.406389	-3.616707	-3.830816	-4.047790	-4.267346	-4.489303	-4.712961	-4.937125	-5.162111	-5.387987	-5.617559	-5.852094	-6.090617	-6.333227	-6.580126	-6.831580	-7.088184	-7.350392	-7.617743	-7.891227	-8.170651	-8.456524	-8.749747	-9.052565	-9.368002	-9.700775	-10.041836
-2.853659	-2.680633	-2.509846	-2.341399	-2.175470	-2.012249	-1.851869	-1.694560	-1.540564	-1.386982	-1.240135	-1.097284	-0.950790	-0.817013	-0.688383	-0.553810	-0.435579	-0.319034	-0.225359	-0.142006	-0.068282	-0.004499	0.048843	0.091619	0.123218	0.147851	0.155129	0.149389	0.134455	0.102024	0.055235	-0.005949	-0.079573	-0.167162	-0.266917	-0.377630	-0.498197	-0.627484	-0.764612	-0.908266	-1.058359	-1.215288	-1.379384	-1.549254	-1.723549	-1.902150	-2.085176	-2.272770	-2.465036	-2.662023	-2.863599	-3.069591	-3.280138	-3.494993	-3.714131	-3.938446	-4.167307	-4.399555	-4.635373	-4.873928	-5.115576	-5.360262	-5.607900	-5.858332	-6.111075	-6.366112	-6.625673	-6.890912	-7.161148	-7.436019	-7.715447	-7.999979	-8.291588	-8.589215	-8.895393	-9.210017	-9.536860	-9.879767	-10.244489	-10.616217	-10.992032
-3.113254	-2.929284	-2.747836	-2.568990	-2.392852	-2.219587	-2.049357	-1.882327	-1.718792	-1.558840	-1.402685	-1.247760	-1.100393	-0.950184	-0.812847	-0.681421	-0.545190	-0.425497	-0.311708	-0.219672	-0.138664	-0.068335	-0.009160	0.037987	0.078388	0.101417	0.110793	0.110560	0.091389	0.056546	0.006328	-0.057869	-0.138078	-0.232758	-0.340128	-0.458944	-0.587909	-0.726769	-0.873694	-1.027243	-1.188102	-1.356495	-1.532071	-1.713525	-1.899785	-2.090684	-2.286409	-2.487026	-2.692622	-2.903148	-3.118344	-3.338343	-3.563098	-3.792258	-4.025657	-4.263690	-4.506539	-4.753493	-5.003880	-5.258503	-5.516482	-5.778797	-6.046516	-6.319528	-6.597645	-6.880217	-7.165842	-7.454624	-7.746442	-8.045195	-8.349689	-8.661096	-8.977950	-9.303612	-9.638789	-9.988249	-10.356979	-10.754792	-11.160573	-11.567828	-11.992717
-3.385142	-3.189969	-2.997457	-2.807749	-2.620887	-2.437052	-2.256471	-2.079236	-1.905645	-1.735899	-1.570154	-1.408790	-1.249190	-1.097646	-0.951574	-0.803851	-0.670407	-0.533392	-0.412301	-0.304212	-0.215098	-0.138372	-0.073155	-0.015862	0.024063	0.050403	0.067126	0.063100	0.042842	0.006960	-0.046021	-0.116243	-0.202952	-0.304622	-0.419413	-0.546543	-0.685371	-0.834146	-0.990931	-1.155212	-1.327389	-1.507563	-1.695308	-1.889092	-2.087933	-2.291802	-2.500810	-2.715063	-2.934516	-3.159081	-3.388597	-3.623221	-3.862783	-4.106894	-4.355215	-4.607903	-4.865217	-5.126915	-5.392521	-5.662228	-5.938174	-6.220203	-6.507645	-6.801524	-7.101865	-7.408534	-7.721293	-8.039615	-8.362738	-8.690379	-9.023406	-9.360450	-9.708278	-10.068550	-10.445905	-10.845281	-11.275806	-11.720109	-12.162345	-12.624986	-13.106122
-3.663632	-3.456854	-3.252898	-3.051942	-2.854066	-2.659397	-2.468161	-2.280501	-2.096652	-1.917072	-1.741639	-1.570693	-1.404635	-1.241010	-1.086061	-0.937371	-0.787994	-0.653670	-0.517101	-0.395116	-0.296964	-0.212515	-0.136626	-0.078013	-0.033767	0.001085	0.014787	0.011496	-0.007958	-0.046418	-0.103733	-0.179316	-0.272199	-0.380412	-0.503357	-0.639768	-0.788145	-0.946863	-1.113863	-1.289036	-1.472824	-1.665304	-1.865528	-2.071936	-2.283665	-2.500763	-2.723329	-2.951416	-3.185016	-3.423897	-3.668035	-3.917531	-4.172070	-4.431239	-4.694626	-4.962352	-5.234712	-5.511372	-5.792696	-6.079866	-6.373505	-6.674867	-6.983367	-7.298776	-7.620514	-7.949652	-8.286175	-8.629816	-8.980968	-9.340187	-9.707213	-10.083022	-10.472516	-10.879364	-11.307075	-11.779911	-12.267086	-12.751414	-13.256488	-13.783765	-14.333652
